Customer_ID,Age,Gender,Country,City,Membership_Years,Login_Frequency,Session_Duration_Avg,Pages_Per_Session,Cart_Abandonment_Rate,Wishlist_Items,Total_Purchases,Average_Order_Value,Days_Since_Last_Purchase,Discount_Usage_Rate,Returns_Rate,Email_Open_Rate,Customer_Service_Calls,Product_Reviews_Written,Social_Media_Engagement_Score,Mobile_App_Usage,Payment_Method_Diversity,Lifetime_Value,Credit_Balance,Signup_Quarter,Churned
CUST-000602,17.0,Female,Philippines,Manila,4.6,6.8,3.9,3.45,26.94,2,9,100.79,62,61.85,10.22,48.77,1,0,38.19,6.4,2,929.87,14.06,2024-Q4,0
CUST-000603,27.0,Female,Thailand,Bangkok,6.9,20.9,17.9,3.03,51.51,5,9,69.03,12,46.51,21.26,25.37,0,5,77.82,10.2,1,640.13,32.88,2024-Q2,0
CUST-000604,49.0,Male,Malaysia,Johor Bahru,5.2,16.9,7.9,4.14,28.96,5,11,75.69,81,48.68,9.88,81.21,3,2,80.81,11.7,2,863.2,16.8,2024-Q3,0
CUST-000605,43.0,Female,Thailand,Bangkok,2.5,13.9,7.3,4.59,47.5,5,13,79.34,25,22.18,15.01,69.37,1,3,53.73,6.3,1,1077.94,86.99,2024-Q1,0
CUST-000606,31.0,Female,Philippines,Davao,4.3,26.6,21.6,6.96,20.67,4,4,102.01,93,16.81,19.2,85.33,2,2,18.25,3.0,5,507.47,4.03,2024-Q3,0
CUST-000607,49.0,Other,Philippines,Davao,5.9,10.9,19.8,5.61,21.24,2,9,83.43,46,59.92,15.61,46.44,2,3,25.11,4.9,3,824.74,19.16,2025-Q1,0
CUST-000608,42.0,Male,Indonesia,Jakarta,0.5,14.4,11.9,4.37,30.58,8,3,37.06,33,32.14,9.16,86.91,2,1,81.15,0.0,4,211.67,39.58,2025-Q1,0
CUST-000609,31.0,Male,Malaysia,Johor Bahru,0.9,12.8,1.0,3.48,27.1,3,13,176.85,10,37.53,16.99,62.12,5,0,44.9,10.4,1,2424.18,50.88,2024-Q3,0
CUST-000610,32.0,Female,Indonesia,Jakarta,3.1,22.1,17.2,4.24,31.92,11,6,165.77,21,48.95,30.06,84.08,0,2,64.8,6.9,3,1017.16,31.4,2024-Q4,0
CUST-000611,38.0,Female,Singapore,Singapore,4.6,4.2,18.0,4.59,48.52,7,15,100.93,45,33.14,5.41,38.81,0,1,60.59,4.3,1,1578.65,43.25,2025-Q2,0
CUST-000612,25.0,Female,Malaysia,Penang,3.9,14.0,17.1,4.13,75.81,6,10,179.37,63,31.21,6.63,35.28,0,2,29.58,4.4,5,1894.75,23.26,2024-Q1,0
CUST-000613,34.0,Male,Thailand,Chiang Mai,3.3,4.2,16.8,7.68,26.19,9,6,135.42,26,30.03,6.54,52.39,1,3,41.27,2.3,6,841.97,43.25,2024-Q4,0
CUST-000614,37.0,Female,Thailand,Phuket,6.8,15.5,12.9,9.42,18.23,9,7,139.53,75,58.56,7.92,56.05,0,3,45.39,8.4,3,1106.64,125.86,2024-Q3,0
CUST-000615,15.0,Male,Indonesia,Surabaya,2.1,23.8,11.5,3.06,38.19,6,15,107.72,73,52.43,17.34,59.67,0,0,39.62,4.5,3,1696.35,12.73,2024-Q4,0
CUST-000616,32.0,Female,Malaysia,Johor Bahru,1.5,23.9,7.4,8.8,20.97,5,11,136.66,54,57.13,10.02,10.85,2,3,48.34,6.6,5,1644.59,36.87,2024-Q2,0
CUST-000617,31.0,Female,Malaysia,Penang,1.8,12.2,9.8,7.73,5.3,6,5,51.19,16,32.48,24.49,85.71,2,1,56.39,3.5,3,318.33,13.38,2025-Q1,0
CUST-000618,45.0,Male,Indonesia,Medan,3.1,22.3,15.9,6.45,59.29,5,9,75.32,20,44.69,13.08,58.9,5,1,54.36,3.7,4,753.09,11.7,2024-Q2,0
CUST-000619,15.0,Female,Indonesia,Medan,2.4,16.5,16.0,9.82,39.61,9,8,40.41,96,74.4,15.94,77.25,1,2,33.34,6.4,4,405.99,8.86,2025-Q2,0
CUST-000620,30.0,Female,Indonesia,Medan,4.8,28.9,18.7,5.57,41.57,5,9,46.95,21,75.62,12.23,90.43,1,2,40.78,6.7,3,540.88,34.1,2024-Q3,0
CUST-000621,29.0,Male,Philippines,Cebu,1.6,17.0,5.6,7.0,0.0,4,9,179.26,47,80.28,39.18,83.6,1,2,82.34,5.8,5,1655.15,26.72,2024-Q1,0
CUST-000622,45.0,Male,Singapore,Singapore,3.4,0.0,4.0,6.31,26.3,5,11,113.53,26,27.5,38.76,36.54,0,1,48.47,3.4,4,1318.23,23.4,2024-Q2,0
CUST-000623,34.0,Male,Thailand,Chiang Mai,4.3,25.2,11.7,6.12,9.68,5,10,68.62,48,66.06,18.87,93.45,2,2,50.74,0.4,5,677.12,88.4,2025-Q2,0
CUST-000624,54.0,Male,Singapore,Singapore,5.9,14.3,7.9,7.15,37.59,5,4,53.0,28,12.49,4.39,29.56,2,3,34.5,5.5,3,291.28,61.35,2025-Q1,0
CUST-000625,41.0,Female,Thailand,Phuket,1.1,15.8,15.1,6.12,40.69,4,4,42.16,52,25.41,9.27,28.36,2,1,45.44,3.7,3,158.86,15.2,2024-Q3,0
CUST-000626,29.0,Female,Indonesia,Medan,1.8,20.7,6.1,7.17,40.67,4,12,46.25,60,46.35,7.7,76.34,3,3,38.74,2.9,3,623.87,1.44,2024-Q4,0
CUST-000627,37.0,Male,Philippines,Davao,2.3,6.6,21.1,4.33,24.66,5,12,63.96,16,12.12,9.8,77.02,0,0,24.3,12.6,2,867.68,8.23,2024-Q4,0
CUST-000628,30.0,Male,Indonesia,Surabaya,0.8,18.6,9.1,4.4,20.94,4,9,18.88,9,41.91,2.57,49.15,0,3,76.43,4.6,2,237.35,20.1,2025-Q1,0
CUST-000629,43.0,Female,Singapore,Singapore,3.3,22.3,23.6,4.31,34.14,4,6,147.92,128,49.41,2.0,72.23,2,1,56.79,0.6,3,949.3,31.44,2024-Q2,0
CUST-000630,19.0,Female,Philippines,Davao,3.2,20.9,17.1,5.09,45.14,4,12,106.9,24,52.58,22.57,51.2,2,0,100.0,4.5,4,1364.05,21.89,2024-Q1,0
CUST-000631,25.0,Male,Thailand,Phuket,3.0,13.2,7.7,8.53,26.42,3,11,113.28,16,44.14,13.54,72.86,3,1,96.98,3.7,2,1280.31,38.41,2024-Q1,0
CUST-000632,39.0,Female,Philippines,Davao,2.2,25.9,26.6,4.84,19.25,6,10,127.67,64,67.56,15.51,90.91,3,2,47.2,4.3,4,1295.94,139.64,2024-Q2,0
CUST-000633,47.0,Male,Indonesia,Jakarta,5.5,10.0,15.6,7.63,20.11,5,7,88.38,35,34.64,35.51,67.72,0,3,46.61,6.9,5,690.46,67.11,2024-Q4,0
CUST-000634,15.0,Male,Indonesia,Surabaya,1.8,13.0,15.0,6.66,24.83,6,6,101.35,34,37.77,20.71,57.05,0,1,28.58,0.3,1,691.72,13.97,2025-Q1,0
CUST-000635,49.0,Male,Indonesia,Surabaya,5.2,16.9,13.6,4.9,28.95,5,3,87.87,11,36.2,37.71,56.89,1,1,13.67,6.9,2,339.6,7.21,2025-Q2,0
CUST-000636,32.0,Female,Indonesia,Medan,1.8,20.4,16.8,9.27,16.04,9,9,200.13,48,44.23,1.77,35.06,2,2,54.6,6.8,2,1858.18,14.42,2024-Q3,0
CUST-000637,15.0,Female,Malaysia,Johor Bahru,1.1,15.4,17.2,7.84,29.09,4,11,54.69,22,50.83,25.89,37.05,1,3,47.61,2.7,3,664.53,4.71,2025-Q2,0
CUST-000638,15.0,Female,Malaysia,Kuala Lumpur,2.5,27.8,8.8,6.0,62.72,4,8,142.05,21,18.37,19.71,78.84,0,1,59.15,1.5,1,1220.35,6.21,2024-Q3,0
CUST-000639,17.0,Female,Philippines,Manila,2.9,20.4,12.7,5.8,32.11,3,5,49.7,12,75.48,32.01,85.51,0,1,22.96,7.8,2,346.65,30.42,2024-Q4,0
CUST-000640,34.0,Other,Philippines,Davao,3.4,18.6,14.7,6.23,13.22,1,6,47.37,65,20.85,5.99,42.06,0,1,100.0,4.7,1,387.3,18.82,2024-Q4,0
CUST-000641,33.0,Male,Malaysia,Johor Bahru,0.4,20.1,17.5,2.18,0.0,7,9,39.94,30,9.12,34.69,38.98,3,3,80.1,5.6,4,471.66,13.85,2025-Q2,0
CUST-000642,41.0,Male,Philippines,Manila,2.1,23.9,17.6,3.94,74.73,6,6,31.12,26,6.36,50.25,30.27,2,4,25.7,5.3,2,219.13,53.52,2024-Q1,0
CUST-000643,28.0,Female,Indonesia,Bandung,8.0,19.9,15.0,7.16,60.79,9,5,103.37,46,30.12,9.52,82.22,1,5,22.4,9.8,3,568.3,76.18,2025-Q1,0
CUST-000644,22.0,Male,Indonesia,Medan,1.7,3.5,10.7,2.04,43.69,4,9,50.97,58,23.53,10.75,65.38,1,2,41.33,1.6,1,515.92,57.68,2024-Q3,0
CUST-000645,29.0,Male,Malaysia,Kuala Lumpur,4.6,26.7,10.4,4.13,61.25,5,2,107.51,69,32.34,19.79,49.63,0,3,47.7,7.9,2,264.46,30.74,2025-Q1,0
CUST-000646,34.0,Female,Philippines,Davao,12.0,19.0,6.9,5.02,48.55,0,10,221.03,43,36.26,3.68,49.69,0,1,90.72,4.9,3,2285.31,17.1,2025-Q2,0
CUST-000647,37.0,Female,Indonesia,Jakarta,8.9,23.5,17.6,13.26,36.49,4,9,69.86,50,58.54,30.62,54.5,0,1,55.42,0.1,7,619.75,101.16,2025-Q2,0
CUST-000648,25.0,Female,Singapore,Singapore,1.2,14.8,10.3,7.68,13.2,3,8,110.01,40,69.33,14.21,28.74,0,0,46.34,4.0,6,901.03,17.82,2024-Q3,0
CUST-000649,44.0,Male,Malaysia,Kuala Lumpur,4.4,3.4,12.8,8.74,76.17,4,12,158.67,20,66.85,3.59,44.34,0,5,18.26,8.1,4,1930.1,78.37,2024-Q1,0
CUST-000650,27.0,Female,Indonesia,Medan,4.6,0.0,15.4,3.99,29.26,3,6,105.51,82,12.27,11.77,55.3,0,1,37.46,7.4,5,735.02,41.63,2024-Q1,0
CUST-000651,24.0,Female,Indonesia,Surabaya,4.0,10.4,14.0,6.91,30.35,3,8,96.38,36,61.56,10.15,42.12,3,4,69.31,3.4,3,812.15,21.38,2024-Q3,0
CUST-000652,28.0,Female,Thailand,Chiang Mai,1.0,22.1,14.0,1.6,38.75,5,12,35.67,120,37.69,17.97,20.54,2,1,38.95,5.6,1,479.31,230.0,2024-Q2,0
CUST-000653,46.0,Female,Malaysia,Johor Bahru,3.0,28.4,8.6,5.17,39.09,8,8,96.15,64,47.28,20.81,39.54,1,1,21.83,6.7,2,842.86,54.7,2024-Q3,0
CUST-000654,33.0,Female,Indonesia,Bandung,3.0,20.4,15.6,7.26,49.49,6,9,125.95,16,17.98,11.53,67.56,0,1,47.94,3.3,2,1177.09,5.67,2024-Q4,0
CUST-000655,26.0,Female,Philippines,Cebu,0.9,9.6,12.1,2.46,47.19,3,9,243.65,84,44.49,24.33,82.3,0,4,64.11,6.8,4,2291.82,2.11,2024-Q3,0
CUST-000656,44.0,Female,Indonesia,Surabaya,2.1,11.7,13.5,6.98,26.46,3,4,73.59,46,28.98,4.77,76.63,0,0,59.91,9.4,5,287.65,62.52,2025-Q1,0
CUST-000657,58.0,Female,Philippines,Davao,3.1,28.9,20.9,7.19,38.52,2,4,176.33,30,20.16,12.63,75.86,2,0,79.37,3.2,2,832.17,41.97,2025-Q2,0
CUST-000658,36.0,Female,Indonesia,Bandung,2.5,7.5,17.0,4.49,48.86,6,7,63.99,14,43.52,0.83,70.91,2,4,51.03,3.8,1,527.43,65.53,2024-Q4,0
CUST-000659,48.0,Male,Malaysia,Penang,4.1,34.8,10.6,3.91,24.76,6,12,150.37,40,41.83,14.69,43.66,1,2,79.93,7.1,3,1831.04,89.61,2024-Q4,0
CUST-000660,45.0,Male,Indonesia,Bandung,2.1,33.0,13.1,4.21,66.93,2,11,56.95,28,22.51,9.67,16.24,1,4,33.6,7.4,2,700.9,5.23,2024-Q3,1
CUST-000661,27.0,Male,Indonesia,Surabaya,2.8,35.1,23.6,5.13,37.59,6,7,96.42,68,16.7,13.76,57.32,1,1,44.37,7.1,3,755.59,13.96,2024-Q4,0
CUST-000662,34.0,Female,Philippines,Davao,4.8,21.0,12.2,5.21,69.97,2,9,62.82,59,8.51,6.43,43.08,2,4,58.09,7.3,2,649.67,5.21,2024-Q4,1
CUST-000663,20.0,Male,Indonesia,Bandung,7.4,15.3,14.2,7.27,10.16,6,5,90.41,40,22.61,11.12,42.74,0,2,22.64,4.4,4,498.52,46.2,2025-Q2,0
CUST-000664,32.0,Female,Indonesia,Surabaya,1.0,20.9,18.0,4.66,51.09,8,10,90.26,11,34.53,43.72,46.92,1,1,51.68,6.2,4,965.79,36.47,2025-Q1,0
CUST-000665,27.0,Male,Indonesia,Medan,4.0,25.3,15.3,10.01,20.19,5,6,94.72,37,61.41,13.69,44.83,0,1,32.37,0.0,1,647.67,38.49,2025-Q1,0
CUST-000666,30.0,Female,Malaysia,Johor Bahru,1.9,12.8,11.8,9.99,25.31,5,11,58.15,19,25.0,4.45,65.29,4,2,60.33,5.4,3,662.49,10.54,2024-Q4,0
CUST-000667,26.0,Male,Philippines,Davao,3.5,9.2,9.5,6.59,56.1,1,3,87.7,36,50.93,8.66,87.66,0,1,60.9,9.3,4,323.51,15.06,2024-Q1,0
CUST-000668,31.0,Female,Thailand,Chiang Mai,1.0,15.7,13.9,5.14,33.43,6,5,108.7,27,46.14,16.31,28.72,1,3,4.23,3.8,3,620.97,9.54,2024-Q4,0
CUST-000669,40.0,Female,Indonesia,Bandung,5.6,11.8,17.9,4.67,89.95,5,5,75.2,97,23.88,10.18,52.87,5,0,87.19,6.2,4,511.34,14.37,2024-Q2,1
CUST-000670,33.0,Male,Indonesia,Medan,1.5,27.9,21.9,6.79,48.36,2,7,55.81,14,54.72,38.3,71.0,1,2,36.14,3.3,2,468.89,80.3,2024-Q3,0
CUST-000671,15.0,Female,Indonesia,Surabaya,4.9,13.1,5.2,7.23,24.08,7,11,59.59,25,72.47,39.81,65.74,3,1,49.11,8.5,1,727.0,35.55,2024-Q4,0
CUST-000672,26.0,Female,Malaysia,Kuala Lumpur,1.1,18.8,24.6,5.5,48.4,1,4,155.23,57,78.13,23.55,37.29,1,0,21.02,10.4,3,717.94,23.13,2024-Q2,0
CUST-000673,17.0,Female,Thailand,Bangkok,0.8,25.9,12.3,5.02,33.26,4,9,90.42,77,33.29,9.24,63.1,1,0,38.32,4.2,2,922.35,40.2,2024-Q3,0
CUST-000674,37.0,Female,Malaysia,Kuala Lumpur,2.3,28.2,19.5,6.88,54.64,4,2,194.05,112,58.21,12.73,46.89,0,1,68.87,2.8,5,440.9,67.92,2024-Q2,0
CUST-000675,40.0,Male,Malaysia,Johor Bahru,3.0,19.7,9.6,6.17,32.08,6,8,78.77,63,33.01,32.21,29.95,2,2,24.96,4.1,1,700.97,5.97,2024-Q3,0
CUST-000676,37.0,Male,Indonesia,Jakarta,9.3,21.1,4.3,4.57,46.13,3,6,82.92,62,65.47,16.66,40.87,1,2,59.53,6.6,5,658.37,6.81,2025-Q2,0
CUST-000677,25.0,Female,Thailand,Phuket,3.0,9.9,6.1,6.28,41.97,10,8,120.91,87,46.12,10.3,79.12,0,2,50.31,1.8,2,1007.11,35.93,2024-Q4,0
CUST-000678,37.0,Female,Singapore,Singapore,1.2,26.2,12.0,4.49,39.57,3,4,122.04,99,18.1,11.07,67.68,1,3,66.16,2.3,5,553.83,79.9,2024-Q3,0
CUST-000679,29.0,Male,Indonesia,Surabaya,4.4,28.1,17.1,4.12,58.84,7,5,187.83,122,10.13,27.9,14.51,0,3,4.96,1.1,3,1025.36,34.13,2024-Q1,0
CUST-000680,21.0,Male,Indonesia,Jakarta,6.2,3.0,14.2,5.99,1.93,9,5,27.39,118,23.64,15.36,53.56,1,4,83.85,4.0,4,177.22,51.31,2024-Q4,1
CUST-000681,42.0,Female,Indonesia,Surabaya,1.4,32.1,12.5,4.56,39.95,8,12,116.93,55,22.05,6.68,31.82,3,2,75.03,8.7,5,1449.08,31.83,2024-Q2,0
CUST-000682,43.0,Female,Indonesia,Medan,4.8,12.4,20.7,4.17,23.98,4,4,50.11,19,23.19,9.74,69.09,2,6,52.8,7.8,1,299.06,9.71,2025-Q2,0
CUST-000683,44.0,Female,Indonesia,Surabaya,5.7,22.8,14.0,8.61,11.03,8,5,84.06,71,29.22,0.76,85.23,1,2,82.1,4.8,5,444.02,116.91,2024-Q3,0
CUST-000684,27.0,Female,Singapore,Singapore,4.5,18.6,15.7,5.02,21.24,7,8,48.84,93,37.82,12.5,43.09,0,2,71.55,5.3,4,519.47,46.91,2024-Q2,0
CUST-000685,47.0,Male,Malaysia,Penang,1.6,17.5,32.7,10.61,25.6,4,7,101.18,54,16.12,4.83,58.15,6,1,73.73,6.6,2,770.19,5.33,2025-Q1,0
CUST-000686,29.0,Male,Indonesia,Bandung,3.1,16.3,14.0,7.57,33.29,5,9,50.01,58,36.56,29.92,68.51,0,2,74.13,3.2,2,449.08,9.78,2025-Q1,0
CUST-000687,41.0,Male,Indonesia,Jakarta,3.5,10.1,9.8,3.95,44.75,0,12,31.6,14,51.14,5.59,87.12,2,3,27.44,3.6,5,472.51,14.42,2024-Q4,0
CUST-000688,28.0,Male,Thailand,Bangkok,5.5,22.2,16.9,8.9,48.85,2,9,47.56,39,19.49,11.98,31.59,1,4,45.02,0.0,3,507.0,39.59,2024-Q4,0
CUST-000689,32.0,Female,Philippines,Cebu,1.7,15.7,18.4,4.21,29.82,1,9,168.23,26,78.97,14.07,64.83,0,0,51.77,3.3,2,1644.96,27.12,2024-Q3,0
CUST-000690,15.0,Male,Singapore,Singapore,4.9,7.5,15.8,10.93,69.69,5,5,129.83,18,19.5,9.91,55.55,3,5,35.13,8.3,2,678.63,13.96,2024-Q3,0
CUST-000691,31.0,Male,Indonesia,Surabaya,2.4,9.7,14.9,6.57,30.57,6,14,180.5,29,34.67,9.42,50.8,2,3,62.01,3.0,2,2653.26,51.31,2025-Q2,0
CUST-000692,35.0,Male,Thailand,Bangkok,2.1,7.7,22.9,7.36,0.0,7,9,30.57,67,47.26,9.01,36.11,0,0,53.63,4.7,2,318.18,25.17,2025-Q2,0
CUST-000693,29.0,Male,Indonesia,Medan,2.8,13.8,22.1,6.08,31.11,5,10,239.11,40,28.4,18.69,86.7,3,3,57.21,7.1,1,2447.43,8.81,2024-Q3,0
CUST-000694,53.0,Female,Indonesia,Surabaya,0.3,21.9,13.3,6.66,38.94,6,2,333.3,20,46.02,39.2,46.16,1,1,20.72,5.9,4,699.99,131.35,2025-Q1,0
CUST-000695,21.0,Male,Thailand,Bangkok,0.4,12.3,10.1,5.43,0.0,2,12,50.55,34,10.52,9.35,18.7,0,2,18.65,5.8,5,650.61,21.4,2024-Q4,0
CUST-000696,28.0,Male,Singapore,Singapore,0.5,25.8,16.6,3.69,62.15,5,5,110.45,79,17.17,7.33,32.93,0,5,56.53,0.0,2,632.4,51.42,2024-Q2,0
CUST-000697,24.0,Male,Malaysia,Johor Bahru,3.6,17.0,10.1,6.85,36.02,3,6,63.69,82,49.15,10.5,72.48,1,1,44.43,11.8,2,375.57,21.76,2024-Q3,0
CUST-000698,28.0,Male,Malaysia,Kuala Lumpur,2.2,15.7,19.3,8.56,14.95,8,4,137.81,29,53.41,6.31,94.63,1,0,31.22,9.9,2,638.48,10.8,2024-Q4,0
CUST-000699,45.0,Male,Malaysia,Johor Bahru,1.6,18.1,16.5,3.02,18.8,5,9,222.4,72,31.09,8.91,52.14,1,1,43.11,3.1,7,2079.84,6.3,2025-Q1,0
CUST-000700,50.0,Female,Indonesia,Bandung,2.6,29.2,30.0,9.85,53.23,5,5,52.41,79,48.47,0.64,99.28,4,1,50.13,2.5,4,369.6,26.59,2024-Q2,0
CUST-000701,26.0,Male,Indonesia,Bandung,4.9,7.0,22.8,7.5,55.68,1,6,43.61,97,43.01,10.07,78.0,1,0,56.41,3.9,3,301.58,5.91,2024-Q1,0
CUST-000702,26.0,Male,Indonesia,Bandung,2.5,31.3,7.5,4.91,25.02,4,6,77.94,40,64.9,6.35,65.57,1,4,58.37,5.7,3,495.75,16.24,2024-Q3,0
CUST-000703,21.0,Male,Indonesia,Medan,1.2,25.7,10.9,4.86,10.89,9,7,664.61,7,2.17,3.32,26.93,5,2,39.96,10.3,5,4679.57,43.1,2025-Q1,0
CUST-000704,48.0,Female,Philippines,Manila,10.3,17.8,2.5,10.66,40.62,2,7,142.9,32,26.95,2.69,32.81,2,2,40.28,6.2,1,1070.19,22.29,2024-Q2,1
CUST-000705,46.0,Female,Indonesia,Medan,2.7,27.5,1.2,8.35,44.29,5,6,118.49,88,46.54,16.02,20.36,0,3,24.48,6.4,1,840.12,29.74,2024-Q4,0
CUST-000706,33.0,Female,Singapore,Singapore,5.7,15.4,14.7,8.85,49.31,3,8,158.37,17,36.48,8.42,28.24,1,4,33.84,6.7,2,1360.15,11.21,2025-Q1,0
CUST-000707,19.0,Female,Philippines,Cebu,4.5,20.3,6.8,5.37,26.74,3,8,171.03,45,64.22,6.68,30.58,1,1,41.16,3.9,4,1449.35,14.97,2025-Q1,0
CUST-000708,20.0,Male,Philippines,Manila,2.0,13.7,23.8,7.39,35.56,6,10,108.22,13,85.39,4.32,51.21,1,0,23.95,9.2,4,1150.23,25.97,2024-Q1,0
CUST-000709,36.0,Male,Indonesia,Surabaya,7.3,25.7,20.9,6.87,38.4,3,6,87.44,26,56.97,22.59,72.52,0,0,7.02,8.0,4,579.69,27.31,2024-Q3,0
CUST-000710,40.0,Female,Singapore,Singapore,1.7,12.3,12.4,5.56,57.34,6,8,65.49,10,38.21,8.21,26.52,0,1,18.39,9.4,2,629.36,37.52,2024-Q1,0
CUST-000711,15.0,Male,Thailand,Phuket,3.5,17.6,12.0,6.27,64.59,4,9,101.54,55,27.59,13.83,78.73,1,4,67.57,4.5,2,1062.72,20.27,2024-Q4,0
CUST-000712,30.0,Male,Malaysia,Penang,3.2,23.4,22.9,8.78,70.01,9,4,168.91,36,23.85,5.96,15.64,1,3,56.0,4.5,1,731.31,3.96,2024-Q3,0
CUST-000713,52.0,Male,Philippines,Manila,3.4,26.4,24.3,10.0,64.05,2,7,163.42,19,35.79,7.39,85.27,1,3,60.15,1.2,3,1216.15,59.49,2024-Q3,0
CUST-000714,32.0,Female,Thailand,Chiang Mai,6.6,11.4,8.4,5.37,74.27,5,12,66.52,40,70.31,6.12,94.33,0,4,41.86,9.0,2,838.04,34.66,2025-Q1,0
CUST-000715,50.0,Female,Philippines,Cebu,2.7,24.0,7.6,2.72,58.26,5,11,84.54,47,36.52,12.17,62.94,0,4,31.68,7.0,2,1044.24,131.09,2025-Q2,0
CUST-000716,41.0,Male,Indonesia,Jakarta,3.1,10.1,12.2,10.11,26.21,5,17,46.62,17,61.27,8.84,68.62,2,0,86.99,7.4,3,911.91,17.99,2025-Q2,0
CUST-000717,22.0,Female,Singapore,Singapore,3.2,0.8,16.6,10.14,68.67,7,9,162.59,21,63.32,7.31,58.24,0,1,71.42,3.9,2,1528.23,10.6,2024-Q1,0
CUST-000718,31.0,Female,Indonesia,Jakarta,9.1,12.0,10.9,7.0,10.47,5,6,119.72,25,51.68,33.35,66.64,2,0,77.15,4.0,2,784.34,33.19,2024-Q3,0
CUST-000719,33.0,Female,Malaysia,Johor Bahru,5.5,24.7,16.7,10.48,85.29,8,6,77.41,8,21.31,1.18,55.32,0,1,7.25,2.9,3,533.99,49.59,2024-Q4,0
CUST-000720,24.0,Female,Thailand,Bangkok,0.8,17.9,25.7,6.82,18.5,4,5,71.4,75,12.74,6.08,65.95,1,1,86.18,7.4,2,470.63,55.16,2024-Q3,0
CUST-000721,23.0,Female,Singapore,Singapore,1.8,13.7,5.6,3.73,55.75,5,8,52.81,64,14.26,0.85,23.03,0,2,55.36,4.0,3,474.3,11.98,2024-Q1,0
CUST-000722,51.0,Male,Indonesia,Bandung,2.9,18.4,11.3,2.72,66.89,7,10,94.19,18,24.09,26.08,83.94,3,1,42.24,3.2,6,1014.08,67.27,2024-Q1,0
CUST-000723,23.0,Male,Indonesia,Medan,6.5,18.2,5.7,2.7,47.19,3,11,204.96,34,31.47,22.05,39.99,1,3,62.96,3.9,2,2327.21,18.05,2024-Q3,0
CUST-000724,46.0,Male,Thailand,Bangkok,6.9,23.0,9.0,6.01,0.0,4,10,58.53,3,27.03,7.89,56.99,1,2,74.22,7.8,5,538.99,71.43,2024-Q1,0
CUST-000725,29.0,Female,Indonesia,Bandung,2.6,5.1,12.2,4.83,19.04,9,9,42.24,153,5.51,37.41,36.92,1,4,66.9,1.7,2,421.97,17.92,2024-Q2,0
CUST-000726,34.0,Male,Indonesia,Jakarta,1.7,17.2,9.6,4.55,45.14,6,10,96.11,26,68.0,10.17,23.72,0,1,66.95,4.4,4,1040.83,5.59,2025-Q2,0
CUST-000727,40.0,Female,Indonesia,Medan,2.4,19.0,17.1,5.73,50.71,4,4,172.55,39,44.4,6.49,93.07,1,4,45.21,2.7,5,810.06,70.04,2024-Q3,0
CUST-000728,27.0,Male,Indonesia,Surabaya,2.9,7.1,14.9,8.14,34.42,3,7,152.63,46,1.03,35.14,45.84,0,1,26.59,5.6,3,1160.06,8.74,2024-Q3,0
CUST-000729,40.0,Female,Singapore,Singapore,2.3,7.0,15.8,4.63,39.49,5,9,175.77,46,39.42,7.23,67.71,0,2,44.93,0.0,1,1663.72,4.68,2024-Q1,0
CUST-000730,15.0,Male,Singapore,Singapore,5.8,15.1,12.2,4.21,8.62,4,7,67.77,31,23.64,33.36,80.37,1,2,89.4,5.0,3,496.24,30.76,2024-Q1,0
CUST-000731,39.0,Male,Indonesia,Medan,2.1,18.1,12.7,4.8,73.49,5,10,146.67,37,27.08,20.07,45.97,1,1,34.2,2.6,1,1526.59,8.79,2024-Q1,0
CUST-000732,15.0,Female,Indonesia,Medan,1.4,18.1,11.9,8.3,30.44,4,7,110.51,25,41.98,8.82,47.26,0,2,63.31,7.0,4,901.85,11.83,2025-Q1,0
CUST-000733,32.0,Female,Indonesia,Bandung,2.3,13.5,12.5,5.82,53.78,6,7,77.91,13,14.34,0.71,65.15,2,3,12.13,5.6,1,616.29,48.29,2024-Q4,0
CUST-000734,43.0,Male,Indonesia,Jakarta,3.3,13.2,16.5,6.7,66.07,5,13,91.47,23,17.22,8.99,60.63,1,1,44.26,1.2,3,1223.11,35.05,2025-Q2,0
CUST-000735,41.0,Male,Indonesia,Bandung,5.9,14.8,2.5,9.88,14.9,8,12,141.34,65,40.76,24.53,52.24,0,0,73.96,6.3,1,1862.48,50.83,2024-Q3,0
CUST-000736,20.0,Male,Malaysia,Kuala Lumpur,1.3,20.4,15.7,13.11,40.56,4,8,123.32,71,15.67,2.08,37.49,0,3,25.21,0.9,2,1060.33,27.98,2024-Q2,0
CUST-000737,21.0,Male,Indonesia,Surabaya,3.3,28.0,8.8,7.6,43.56,2,10,121.79,65,44.47,31.06,49.45,2,2,30.25,5.8,5,1306.45,62.07,2024-Q4,0
CUST-000738,26.0,Male,Indonesia,Jakarta,3.4,0.2,12.0,7.35,32.84,4,8,130.28,50,44.73,26.28,49.5,3,2,61.92,2.6,1,1117.19,15.14,2024-Q1,0
CUST-000739,36.0,Female,Indonesia,Medan,3.8,23.0,4.6,3.04,56.55,1,7,72.03,37,44.76,30.11,23.21,1,5,47.83,5.6,3,623.33,7.73,2024-Q2,0
CUST-000740,15.0,Male,Indonesia,Surabaya,2.1,17.1,11.8,6.92,24.66,4,12,43.44,19,84.17,2.24,59.03,2,0,56.87,3.9,2,549.61,18.05,2024-Q1,0
